frame,id,keypoint,y,x,confidence
27,1,0,20.0,325.0,1.0
27,1,1,80.0,272.0,1.0
27,2,0,694.0,493.0,1.0
27,2,1,669.0,413.0,1.0
27,3,0,843.0,302.0,1.0
27,3,1,801.0,381.0,1.0
27,4,0,186.0,742.0,1.0
27,4,1,244.0,681.0,1.0
27,5,0,256.0,1648.0,1.0
27,5,1,179.0,1639.0,1.0
28,1,0,20.0,327.0,1.0
28,1,1,74.0,272.0,1.0
28,2,0,697.0,495.0,1.0
28,2,1,669.0,420.0,1.0
28,3,0,846.0,295.0,1.0
28,3,1,803.0,373.0,1.0
28,4,0,200.0,748.0,1.0
28,4,1,228.0,687.0,1.0
28,5,0,262.0,1649.0,1.0
28,5,1,183.0,1640.0,1.0
29,1,0,19.0,327.0,1.0
29,1,1,74.0,271.0,1.0
29,2,0,698.0,500.0,1.0
29,2,1,670.0,423.0,1.0
29,3,0,844.0,290.0,1.0
29,3,1,805.0,368.0,1.0
29,4,0,199.0,740.0,1.0
29,4,1,206.0,686.0,1.0
29,5,0,268.0,1651.0,1.0
29,5,1,185.0,1640.0,1.0
30,1,0,19.0,321.0,1.0
30,1,1,72.0,270.0,1.0
30,2,0,700.0,503.0,1.0
30,2,1,673.0,427.0,1.0
30,3,0,844.0,290.0,1.0
30,3,1,804.0,366.0,1.0
30,4,0,230.0,752.0,1.0
30,4,1,187.0,690.0,1.0
30,5,0,272.0,1656.0,1.0
30,5,1,193.0,1641.0,1.0
31,1,0,19.0,302.0,1.0
31,1,1,72.0,282.0,1.0
31,2,0,702.0,507.0,1.0
31,2,1,677.0,431.0,1.0
31,3,0,846.0,287.0,1.0
31,3,1,803.0,366.0,1.0
31,4,0,238.0,755.0,1.0
31,4,1,177.0,700.0,1.0
31,5,0,272.0,1666.0,1.0
31,5,1,199.0,1643.0,1.0
32,1,0,20.0,294.0,1.0
32,1,1,78.0,301.0,1.0
32,2,0,698.0,516.0,1.0
32,2,1,671.0,442.0,1.0
32,3,0,847.0,283.0,1.0
32,3,1,805.0,366.0,1.0
32,4,0,243.0,760.0,1.0
32,4,1,176.0,711.0,1.0
32,5,0,275.0,1672.0,1.0
32,5,1,206.0,1636.0,1.0
33,1,0,19.0,291.0,1.0
33,1,1,86.0,312.0,1.0
33,2,0,697.0,525.0,1.0
33,2,1,682.0,449.0,1.0
33,3,0,847.0,281.0,1.0
33,3,1,813.0,362.0,1.0
33,4,0,250.0,763.0,1.0
33,4,1,176.0,717.0,1.0
33,5,0,274.0,1679.0,1.0
33,5,1,213.0,1631.0,1.0
34,1,0,19.0,287.0,1.0
34,1,1,85.0,325.0,1.0
34,2,0,697.0,533.0,1.0
34,2,1,692.0,453.0,1.0
34,3,0,848.0,274.0,1.0
34,3,1,808.0,352.0,1.0
34,4,0,255.0,767.0,1.0
34,4,1,179.0,723.0,1.0
34,5,0,292.0,1670.0,1.0
34,5,1,229.0,1626.0,1.0
35,1,0,20.0,283.0,1.0
35,1,1,81.0,328.0,1.0
35,2,0,691.0,542.0,1.0
35,2,1,700.0,466.0,1.0
35,3,0,850.0,265.0,1.0
35,3,1,813.0,347.0,1.0
35,4,0,259.0,770.0,1.0
35,4,1,184.0,729.0,1.0
35,5,0,309.0,1647.0,1.0
35,5,1,237.0,1648.0,1.0
36,1,0,20.0,281.0,1.0
36,1,1,80.0,328.0,1.0
36,2,0,689.0,552.0,1.0
36,2,1,697.0,470.0,1.0
36,3,0,853.0,260.0,1.0
36,3,1,823.0,342.0,1.0
36,4,0,265.0,770.0,1.0
36,4,1,186.0,732.0,1.0
36,5,0,315.0,1633.0,1.0
36,5,1,250.0,1676.0,1.0
37,1,0,20.0,278.0,1.0
37,1,1,85.0,330.0,1.0
37,2,0,687.0,557.0,1.0
37,2,1,698.0,484.0,1.0
37,3,0,857.0,254.0,1.0
37,3,1,823.0,332.0,1.0
37,4,0,269.0,773.0,1.0
37,4,1,190.0,735.0,1.0
37,5,0,323.0,1622.0,1.0
37,5,1,268.0,1681.0,1.0
38,1,0,28.0,271.0,1.0
38,1,1,86.0,327.0,1.0
38,2,0,686.0,564.0,1.0
38,2,1,701.0,489.0,1.0
38,3,0,860.0,246.0,1.0
38,3,1,821.0,328.0,1.0
38,4,0,273.0,776.0,1.0
38,4,1,194.0,737.0,1.0
38,5,0,334.0,1612.0,1.0
38,5,1,278.0,1676.0,1.0
39,1,0,48.0,269.0,1.0
39,1,1,77.0,321.0,1.0
39,2,0,685.0,570.0,1.0
39,2,1,700.0,496.0,1.0
39,3,0,864.0,240.0,1.0
39,3,1,824.0,320.0,1.0
39,4,0,278.0,773.0,1.0
39,4,1,201.0,738.0,1.0
39,5,0,341.0,1602.0,1.0
39,5,1,285.0,1668.0,1.0
40,1,0,50.0,277.0,1.0
40,1,1,62.0,326.0,1.0
40,2,0,685.0,577.0,1.0
40,2,1,698.0,499.0,1.0
40,3,0,872.0,238.0,1.0
40,3,1,829.0,316.0,1.0
40,4,0,285.0,772.0,1.0
40,4,1,206.0,744.0,1.0
40,5,0,350.0,1594.0,1.0
40,5,1,292.0,1658.0,1.0
41,1,0,85.0,270.0,1.0
41,1,1,45.0,323.0,1.0
41,2,0,682.0,583.0,1.0
41,2,1,691.0,504.0,1.0
41,3,0,884.0,244.0,1.0
41,3,1,837.0,308.0,1.0
41,4,0,293.0,774.0,1.0
41,4,1,209.0,754.0,1.0
41,5,0,356.0,1587.0,1.0
41,5,1,301.0,1648.0,1.0
42,1,0,96.0,267.0,1.0
42,1,1,40.0,320.0,1.0
42,2,0,681.0,591.0,1.0
42,2,1,696.0,512.0,1.0
42,3,0,892.0,243.0,1.0
42,3,1,829.0,295.0,1.0
42,4,0,302.0,775.0,1.0
42,4,1,220.0,753.0,1.0
42,5,0,364.0,1580.0,1.0
42,5,1,306.0,1641.0,1.0
43,1,0,104.0,264.0,1.0
43,1,1,38.0,313.0,1.0
43,2,0,683.0,599.0,1.0
43,2,1,698.0,521.0,1.0
43,3,0,899.0,241.0,1.0
43,3,1,823.0,284.0,1.0
43,4,0,311.0,778.0,1.0
43,4,1,225.0,763.0,1.0
43,5,0,370.0,1573.0,1.0
43,5,1,313.0,1632.0,1.0
44,1,0,111.0,260.0,1.0
44,1,1,40.0,307.0,1.0
44,2,0,681.0,606.0,1.0
44,2,1,693.0,528.0,1.0
44,3,0,904.0,238.0,1.0
44,3,1,825.0,271.0,1.0
44,4,0,319.0,780.0,1.0
44,4,1,235.0,767.0,1.0
44,5,0,378.0,1567.0,1.0
44,5,1,316.0,1627.0,1.0
45,1,0,118.0,257.0,1.0
45,1,1,47.0,301.0,1.0
45,2,0,682.0,613.0,1.0
45,2,1,687.0,536.0,1.0
45,3,0,911.0,235.0,1.0
45,3,1,828.0,266.0,1.0
45,4,0,328.0,780.0,1.0
45,4,1,244.0,767.0,1.0
45,5,0,384.0,1562.0,1.0
45,5,1,320.0,1621.0,1.0
46,1,0,124.0,253.0,1.0
46,1,1,52.0,299.0,1.0
46,2,0,683.0,612.0,1.0
46,2,1,689.0,544.0,1.0
46,3,0,919.0,235.0,1.0
46,3,1,835.0,261.0,1.0
46,4,0,335.0,779.0,1.0
46,4,1,255.0,769.0,1.0
46,5,0,390.0,1558.0,1.0
46,5,1,325.0,1615.0,1.0
47,1,0,130.0,250.0,1.0
47,1,1,58.0,295.0,1.0
47,2,0,700.0,624.0,1.0
47,2,1,680.0,550.0,1.0
47,3,0,927.0,238.0,1.0
47,3,1,840.0,265.0,1.0
47,4,0,342.0,770.0,1.0
47,4,1,264.0,769.0,1.0
47,5,0,394.0,1552.0,1.0
47,5,1,332.0,1607.0,1.0
48,1,0,136.0,248.0,1.0
48,1,1,66.0,292.0,1.0
48,2,0,703.0,634.0,1.0
48,2,1,664.0,560.0,1.0
48,3,0,933.0,238.0,1.0
48,3,1,846.0,256.0,1.0
48,4,0,344.0,759.0,1.0
48,4,1,274.0,775.0,1.0
48,5,0,401.0,1548.0,1.0
48,5,1,335.0,1603.0,1.0
49,1,0,141.0,244.0,1.0
49,1,1,71.0,289.0,1.0
49,2,0,710.0,643.0,1.0
49,2,1,667.0,570.0,1.0
49,3,0,940.0,236.0,1.0
49,3,1,849.0,247.0,1.0
49,4,0,344.0,750.0,1.0
49,4,1,282.0,788.0,1.0
49,5,0,405.0,1545.0,1.0
49,5,1,342.0,1596.0,1.0
50,1,0,147.0,242.0,1.0
50,1,1,75.0,286.0,1.0
50,2,0,716.0,651.0,1.0
50,2,1,675.0,579.0,1.0
50,3,0,947.0,236.0,1.0
50,3,1,856.0,247.0,1.0
50,4,0,350.0,745.0,1.0
50,4,1,290.0,795.0,1.0
50,5,0,411.0,1541.0,1.0
50,5,1,344.0,1594.0,1.0
51,1,0,151.0,238.0,1.0
51,1,1,78.0,283.0,1.0
51,2,0,722.0,658.0,1.0
51,2,1,675.0,591.0,1.0
51,3,0,952.0,236.0,1.0
51,3,1,863.0,248.0,1.0
51,4,0,352.0,739.0,1.0
51,4,1,301.0,798.0,1.0
51,5,0,424.0,1544.0,1.0
51,5,1,355.0,1584.0,1.0
52,1,0,155.0,237.0,1.0
52,1,1,85.0,278.0,1.0
52,2,0,726.0,666.0,1.0
52,2,1,672.0,603.0,1.0
52,3,0,957.0,234.0,1.0
52,3,1,870.0,248.0,1.0
52,4,0,355.0,734.0,1.0
52,4,1,310.0,797.0,1.0
52,5,0,435.0,1524.0,1.0
52,5,1,366.0,1566.0,1.0
53,1,0,155.0,233.0,1.0
53,1,1,85.0,275.0,1.0
53,2,0,733.0,673.0,1.0
53,2,1,685.0,610.0,1.0
53,3,0,962.0,233.0,1.0
53,3,1,875.0,248.0,1.0
53,4,0,360.0,729.0,1.0
53,4,1,315.0,795.0,1.0
53,5,0,449.0,1508.0,1.0
53,5,1,388.0,1568.0,1.0
54,1,0,150.0,226.0,1.0
54,1,1,90.0,271.0,1.0
54,2,0,739.0,680.0,1.0
54,2,1,692.0,618.0,1.0
54,3,0,966.0,234.0,1.0
54,3,1,881.0,246.0,1.0
54,4,0,364.0,724.0,1.0
54,4,1,322.0,793.0,1.0
54,5,0,461.0,1495.0,1.0
54,5,1,410.0,1558.0,1.0
55,1,0,145.0,221.0,1.0
55,1,1,101.0,273.0,1.0
55,2,0,744.0,687.0,1.0
55,2,1,697.0,628.0,1.0
55,3,0,970.0,234.0,1.0
55,3,1,886.0,245.0,1.0
55,4,0,367.0,719.0,1.0
55,4,1,327.0,791.0,1.0
55,5,0,474.0,1482.0,1.0
55,5,1,419.0,1547.0,1.0
56,1,0,147.0,222.0,1.0
56,1,1,108.0,279.0,1.0
56,2,0,748.0,693.0,1.0
56,2,1,702.0,634.0,1.0
56,3,0,969.0,225.0,1.0
56,3,1,888.0,241.0,1.0
56,4,0,369.0,714.0,1.0
56,4,1,325.0,783.0,1.0
56,5,0,484.0,1470.0,1.0
56,5,1,429.0,1535.0,1.0
57,1,0,149.0,222.0,1.0
57,1,1,114.0,285.0,1.0
57,2,0,761.0,696.0,1.0
57,2,1,711.0,637.0,1.0
57,3,0,963.0,223.0,1.0
57,3,1,895.0,241.0,1.0
57,4,0,372.0,710.0,1.0
57,4,1,333.0,779.0,1.0
57,5,0,494.0,1459.0,1.0
57,5,1,439.0,1524.0,1.0
58,1,0,156.0,222.0,1.0
58,1,1,120.0,289.0,1.0
58,2,0,772.0,696.0,1.0
58,2,1,716.0,647.0,1.0
58,3,0,945.0,227.0,1.0
58,3,1,914.0,258.0,1.0
58,4,0,373.0,703.0,1.0
58,4,1,336.0,772.0,1.0
58,5,0,504.0,1449.0,1.0
58,5,1,448.0,1515.0,1.0
59,1,0,169.0,220.0,1.0
59,1,1,129.0,285.0,1.0
59,2,0,781.0,698.0,1.0
59,2,1,712.0,660.0,1.0
59,3,0,919.0,228.0,1.0
59,3,1,943.0,283.0,1.0
59,4,0,362.0,696.0,1.0
59,4,1,340.0,760.0,1.0
59,5,0,512.0,1440.0,1.0
59,5,1,458.0,1504.0,1.0
60,1,0,185.0,226.0,1.0
60,1,1,128.0,274.0,1.0
60,2,0,788.0,702.0,1.0
60,2,1,712.0,671.0,1.0
60,3,0,908.0,227.0,1.0
60,3,1,954.0,287.0,1.0
60,4,0,341.0,686.0,1.0
60,4,1,362.0,751.0,1.0
60,5,0,521.0,1431.0,1.0
60,5,1,466.0,1496.0,1.0
61,1,0,196.0,228.0,1.0
61,1,1,125.0,260.0,1.0
61,2,0,795.0,706.0,1.0
61,2,1,720.0,680.0,1.0
61,3,0,901.0,224.0,1.0
61,3,1,963.0,283.0,1.0
61,4,0,329.0,680.0,1.0
61,4,1,374.0,740.0,1.0
61,5,0,528.0,1422.0,1.0
61,5,1,474.0,1486.0,1.0
62,1,0,206.0,229.0,1.0
62,1,1,127.0,251.0,1.0
62,2,0,802.0,709.0,1.0
62,2,1,727.0,682.0,1.0
62,3,0,891.0,233.0,1.0
62,3,1,953.0,274.0,1.0
62,4,0,321.0,671.0,1.0
62,4,1,376.0,729.0,1.0
62,5,0,536.0,1413.0,1.0
62,5,1,480.0,1480.0,1.0
63,1,0,214.0,227.0,1.0
63,1,1,132.0,246.0,1.0
63,2,0,809.0,711.0,1.0
63,2,1,734.0,684.0,1.0
63,3,0,882.0,256.0,1.0
63,3,1,950.0,265.0,1.0
63,4,0,312.0,665.0,1.0
63,4,1,373.0,718.0,1.0
63,5,0,523.0,1398.0,1.0
63,5,1,490.0,1462.0,1.0
64,1,0,221.0,227.0,1.0
64,1,1,144.0,241.0,1.0
64,2,0,815.0,713.0,1.0
64,2,1,740.0,686.0,1.0
64,3,0,871.0,264.0,1.0
64,3,1,950.0,236.0,1.0
64,4,0,305.0,658.0,1.0
64,4,1,368.0,711.0,1.0
64,5,0,495.0,1394.0,1.0
64,5,1,530.0,1457.0,1.0
65,1,0,228.0,225.0,1.0
65,1,1,147.0,241.0,1.0
65,2,0,820.0,715.0,1.0
65,2,1,747.0,688.0,1.0
65,3,0,855.0,271.0,1.0
65,3,1,934.0,229.0,1.0
65,4,0,299.0,652.0,1.0
65,4,1,363.0,704.0,1.0
65,5,0,482.0,1384.0,1.0
65,5,1,543.0,1433.0,1.0
66,1,0,234.0,225.0,1.0
66,1,1,153.0,241.0,1.0
66,2,0,826.0,717.0,1.0
66,2,1,752.0,690.0,1.0
66,3,0,839.0,279.0,1.0
66,3,1,919.0,236.0,1.0
66,4,0,291.0,649.0,1.0
66,4,1,356.0,701.0,1.0
66,5,0,472.0,1379.0,1.0
66,5,1,539.0,1425.0,1.0
67,1,0,238.0,220.0,1.0
67,1,1,157.0,242.0,1.0
67,2,0,834.0,706.0,1.0
67,2,1,760.0,689.0,1.0
67,3,0,825.0,285.0,1.0
67,3,1,904.0,241.0,1.0
67,4,0,277.0,664.0,1.0
67,4,1,346.0,692.0,1.0
67,5,0,465.0,1373.0,1.0
67,5,1,531.0,1419.0,1.0
68,1,0,236.0,215.0,1.0
68,1,1,161.0,242.0,1.0
68,2,0,842.0,698.0,1.0
68,2,1,765.0,701.0,1.0
68,3,0,811.0,291.0,1.0
68,3,1,891.0,245.0,1.0
68,4,0,267.0,676.0,1.0
68,4,1,343.0,670.0,1.0
68,5,0,456.0,1371.0,1.0
68,5,1,525.0,1418.0,1.0
69,1,0,236.0,215.0,1.0
69,1,1,166.0,242.0,1.0
69,2,0,852.0,695.0,1.0
69,2,1,772.0,717.0,1.0
69,3,0,799.0,293.0,1.0
69,3,1,876.0,255.0,1.0
69,4,0,254.0,682.0,1.0
69,4,1,335.0,659.0,1.0
69,5,0,450.0,1366.0,1.0
69,5,1,518.0,1414.0,1.0
70,1,0,239.0,215.0,1.0
70,1,1,168.0,246.0,1.0
70,2,0,863.0,691.0,1.0
70,2,1,782.0,717.0,1.0
70,3,0,786.0,298.0,1.0
70,3,1,868.0,262.0,1.0
70,4,0,241.0,687.0,1.0
70,4,1,321.0,658.0,1.0
70,5,0,444.0,1362.0,1.0
70,5,1,514.0,1410.0,1.0
71,1,0,247.0,224.0,1.0
71,1,1,171.0,251.0,1.0
71,2,0,872.0,687.0,1.0
71,2,1,792.0,714.0,1.0
71,3,0,775.0,302.0,1.0
71,3,1,859.0,267.0,1.0
71,4,0,230.0,691.0,1.0
71,4,1,308.0,663.0,1.0
71,5,0,442.0,1356.0,1.0
71,5,1,508.0,1401.0,1.0
72,1,0,256.0,236.0,1.0
72,1,1,179.0,244.0,1.0
72,2,0,880.0,684.0,1.0
72,2,1,803.0,711.0,1.0
72,3,0,764.0,305.0,1.0
72,3,1,848.0,272.0,1.0
72,4,0,221.0,697.0,1.0
72,4,1,297.0,667.0,1.0
72,5,0,446.0,1342.0,1.0
72,5,1,494.0,1400.0,1.0
73,1,0,266.0,241.0,1.0
73,1,1,184.0,234.0,1.0
73,2,0,888.0,680.0,1.0
73,2,1,812.0,711.0,1.0
73,3,0,752.0,301.0,1.0
73,3,1,834.0,269.0,1.0
73,4,0,219.0,711.0,1.0
73,4,1,288.0,673.0,1.0
73,5,0,440.0,1331.0,1.0
73,5,1,479.0,1407.0,1.0
74,1,0,277.0,244.0,1.0
74,1,1,193.0,229.0,1.0
74,2,0,894.0,677.0,1.0
74,2,1,821.0,709.0,1.0
74,3,0,739.0,296.0,1.0
74,3,1,825.0,288.0,1.0
74,4,0,215.0,721.0,1.0
74,4,1,273.0,668.0,1.0
74,5,0,436.0,1321.0,1.0
74,5,1,468.0,1401.0,1.0
75,1,0,282.0,247.0,1.0
75,1,1,205.0,231.0,1.0
75,2,0,893.0,664.0,1.0
75,2,1,830.0,702.0,1.0
75,3,0,722.0,302.0,1.0
75,3,1,813.0,301.0,1.0
75,4,0,208.0,729.0,1.0
75,4,1,263.0,667.0,1.0
75,5,0,432.0,1313.0,1.0
75,5,1,463.0,1390.0,1.0
76,1,0,290.0,248.0,1.0
76,1,1,211.0,234.0,1.0
76,2,0,882.0,652.0,1.0
76,2,1,848.0,706.0,1.0
76,3,0,707.0,303.0,1.0
76,3,1,794.0,299.0,1.0
76,4,0,203.0,738.0,1.0
76,4,1,255.0,670.0,1.0
76,5,0,427.0,1305.0,1.0
76,5,1,461.0,1383.0,1.0
77,1,0,298.0,250.0,1.0
77,1,1,216.0,236.0,1.0
77,2,0,880.0,651.0,1.0
77,2,1,870.0,715.0,1.0
77,3,0,692.0,304.0,1.0
77,3,1,782.0,300.0,1.0
77,4,0,198.0,744.0,1.0
